Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.249998092651367,,41.83506774902344,-71.40776824951172,41.83506774902344,-71.40776824951172,,,,,900000,
00:15:00.000-04:00,00:30:00.000-04:00,18.249998092651367,,41.83512496948242,-71.40769958496094,41.83512496948242,-71.40769958496094,,,,,900000,
00:30:00.000-04:00,00:45:00.000-04:00,18.249998092651367,,41.83513641357422,-71.40767669677734,41.83513641357422,-71.40767669677734,,,,,900000,
00:45:00.000-04:00,01:00:00.000-04:00,18.249998092651367,,41.8350944519043,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,900000,
01:00:00.000-04:00,01:15:00.000-04:00,18.249998092651367,,41.83512878417969,-71.40766906738281,41.83512878417969,-71.40766906738281,,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
01:30:00.000-04:00,01:45:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
02:00:00.000-04:00,02:15:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
02:15:00.000-04:00,02:30:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
02:30:00.000-04:00,02:45:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
02:45:00.000-04:00,03:00:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
03:15:00.000-04:00,03:30:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
03:30:00.000-04:00,03:45:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
03:45:00.000-04:00,04:00:00.000-04:00,18.249998092651367,,41.834957122802734,-71.40776824951172,41.8351936340332,-71.40757751464844,,,,,900000,
04:00:00.000-04:00,04:15:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
04:15:00.000-04:00,04:30:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:30:00.000-04:00,04:45:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:45:00.000-04:00,05:00:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
05:00:00.000-04:00,05:15:00.000-04:00,18.249998092651367,,,,,,,,,,900000,
