Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.83671188354492,-71.4073486328125,,,,,900000,
00:15:00.000-04:00,00:30:00.000-04:00,18.25,,41.83510208129883,-71.40776824951172,41.8351936340332,-71.40744018554688,,,,,900000,
00:30:00.000-04:00,00:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
00:45:00.000-04:00,01:00:00.000-04:00,18.25,,41.835052490234375,-71.40780639648438,41.8351936340332,-71.40752410888672,,,,,900000,
01:00:00.000-04:00,01:15:00.000-04:00,18.25,,41.83509063720703,-71.40776824951172,41.8351936340332,-71.40767669677734,,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
01:30:00.000-04:00,01:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
02:00:00.000-04:00,02:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,900000,
02:15:00.000-04:00,02:30:00.000-04:00,18.25,,,,,,,,,,900000,
02:30:00.000-04:00,02:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
02:45:00.000-04:00,03:00:00.000-04:00,18.25,,41.83505630493164,-71.40776824951172,41.8351936340332,-71.40762329101562,,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.83509063720703,-71.4078140258789,,,,,900000,
03:15:00.000-04:00,03:30:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,900000,
03:30:00.000-04:00,03:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
03:45:00.000-04:00,04:00:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:00:00.000-04:00,04:15:00.000-04:00,18.25,,41.83513259887695,-71.4078140258789,41.835166931152344,-71.40762329101562,,,,,900000,
