Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.25,,41.835147857666016,-71.40802764892578,41.83526611328125,-71.40771484375,,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.83525466918945,-71.40771484375,,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,18.25,,,,,,,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,18.25,,41.835147857666016,-71.40795135498047,41.83522415161133,-71.40771484375,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,18.25,,41.835147857666016,-71.4078598022461,41.83528518676758,-71.40771484375,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,18.25,,,,,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,18.25,,,,,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.83525466918945,-71.40771484375,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.83525466918945,-71.40771484375,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,18.25,,,,,,,,,,900000,,
04:30:00.000-04:00,04:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,,
04:45:00.000-04:00,05:00:00.000-04:00,18.25,,,,,,,,,,900000,,
05:00:00.000-04:00,05:15:00.000-04:00,18.25,,41.835147857666016,-71.40789031982422,41.83527755737305,-71.40771484375,,,,,900000,,
